EDM_id;EDM_Region;EDM_DS;EDM_commune;EDM_FS;EGRATUITE_id;EGRATUITE_Region;EGRATUITE_DS;EGRATUITE_commune;EGRATUITE_FS;EQUALITE_id;EQUALITE_Region;EQUALITE_DS;EQUALITE_commune;EQUALITE_FS
JgnLB385WZF;Hauts Bassins;DS Hounde;Hounde;CSPS Siéni;gjkUdGcSnP4;HAUTS BASSINS ;DS HOUNDE ;COMMUNE HOUNDE ;CSPS SIENI ;JgnLB385WZF;Hauts Bassins;DS Hounde;Hounde;CSPS Siéni
HBH35qq1ZgR;Hauts Bassins;DS Hounde;Hounde;CSPS Urbain Hounde;jnqE3nKevqM;HAUTS BASSINS ;DS HOUNDE ;COMMUNE HOUNDE ;CSPS URBAIN HOUNDE ;HBH35qq1ZgR;Hauts Bassins;DS Hounde;Hounde;CSPS Urbain Hounde
fTlVS5105mX;Hauts Bassins;DS Hounde;Hounde;Infirmerie OST Sofitex;wl4Rini5GTJ;HAUTS BASSINS ;DS HOUNDE ;COMMUNE HOUNDE ;INFIRMERIE OST SOFITEX ;fTlVS5105mX;Hauts Bassins;DS Hounde;Hounde;Infirmerie OST Sofitex
J3eID4B0SRp;Hauts Bassins;DS Hounde;Koti;CSPS Fafo ;F3A2mh76H37;HAUTS BASSINS ;DS HOUNDE ;COMMUNE KOTI ;CSPS FAFO ;J3eID4B0SRp;Hauts Bassins;DS Hounde;Koti;CSPS Fafo 
Jo4wZ2IzF6P;Hauts Bassins;DS Hounde;Koti;CSPS Indini;P779ZCwSUnr;HAUTS BASSINS ;DS HOUNDE ;COMMUNE KOTI ;CSPS INDINI ;Jo4wZ2IzF6P;Hauts Bassins;DS Hounde;Koti;CSPS Indini
D85dSoBu0xV;Hauts Bassins;DS Hounde;Koti;CSPS Kayao;T5tXQ3jtuCs;HAUTS BASSINS ;DS HOUNDE ;COMMUNE KOTI ;CSPS KAYAO DS HOUNDE ;D85dSoBu0xV;Hauts Bassins;DS Hounde;Koti;CSPS Kayao
p0E5ulUov3V;Hauts Bassins;DS Hounde;Koti;CSPS Koti;EyVYucslUx4;HAUTS BASSINS ;DS HOUNDE ;COMMUNE KOTI ;CSPS KOTI ;p0E5ulUov3V;Hauts Bassins;DS Hounde;Koti;CSPS Koti
XtAL3DJSlEC;Hauts Bassins;DS Hounde;Koumbia;CM Koumbia;CuuuRNh7e0b;HAUTS BASSINS ;DS HOUNDE ;COMMUNE KOUMBIA ;CSPS KOUMBIA DS HOUNDE ;XtAL3DJSlEC;Hauts Bassins;DS Hounde;Koumbia;CM Koumbia
hBviwltVmW8;Hauts Bassins;DS Hounde;Koumbia;CSPS Dougoumato 2;utTj6slmnXA;HAUTS BASSINS ;DS HOUNDE ;COMMUNE KOUMBIA ;CSPS DOUGOUMATO 2 ;hBviwltVmW8;Hauts Bassins;DS Hounde;Koumbia;CSPS Dougoumato 2
RrtFT60V7PD;Hauts Bassins;DS Hounde;Koumbia;CSPS Gombeledougou;WMjw0QNVTmc;HAUTS BASSINS ;DS HOUNDE ;COMMUNE KOUMBIA ;CSPS GOMBELEDOUGOU ;RrtFT60V7PD;Hauts Bassins;DS Hounde;Koumbia;CSPS Gombeledougou
PVERkw3AsAm;Hauts Bassins;DS Hounde;Koumbia;CSPS Man;k2hl5Zg7VIn;HAUTS BASSINS ;DS HOUNDE ;COMMUNE KOUMBIA ;CSPS MAN ;PVERkw3AsAm;Hauts Bassins;DS Hounde;Koumbia;CSPS Man
hlg0pgMPJSH;Hauts Bassins;DS Hounde;Koumbia;CSPS Pê ;Av5Wh8zc3p2;HAUTS BASSINS ;DS HOUNDE ;COMMUNE KOUMBIA ;CSPS PE ;hlg0pgMPJSH;Hauts Bassins;DS Hounde;Koumbia;CSPS Pê 
iVLHjZUMiTF;Hauts Bassins;DS Hounde;Koumbia;CSPS Sebedougou;XPu1zPb1JID;HAUTS BASSINS ;DS HOUNDE ;COMMUNE KOUMBIA ;CSPS SEBEDOUGOU ;iVLHjZUMiTF;Hauts Bassins;DS Hounde;Koumbia;CSPS Sebedougou
IhELglckJMT;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Dan;JDJILXdUzvL;HAUTS BASSINS ;DS KARANGASSO VIGUE ;COMMUNE KARANKASSO VIGUE ;CSPS DAN ;IhELglckJMT;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Dan
ZezAewUZ5pY;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Deguelin;vDIpDflogif;HAUTS BASSINS ;DS KARANGASSO VIGUE ;COMMUNE KARANKASSO VIGUE ;CSPS DEGUELIN ;ZezAewUZ5pY;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Deguelin
EdDf0Gft2yq;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Diosso;Fz4otoIlmZQ;HAUTS BASSINS ;DS KARANGASSO VIGUE ;COMMUNE KARANKASSO VIGUE ;CSPS DIOSSO ;EdDf0Gft2yq;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Diosso
ewul7QMOimd;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Karangasso Vigue;VMVjS80ZlAu;HAUTS BASSINS ;DS KARANGASSO VIGUE ;COMMUNE KARANKASSO VIGUE ;CSPS KARANGASSO VIGUE ;ewul7QMOimd;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Karangasso Vigue
hna6uGcdSWX;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Klesso;P5NT0KKdn6W;HAUTS BASSINS ;DS KARANGASSO VIGUE ;COMMUNE KARANKASSO VIGUE ;CSPS KLESSO ;hna6uGcdSWX;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Klesso
FW6GSC3KCIy;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Larama;hmcGF6UufDZ;HAUTS BASSINS ;DS KARANGASSO VIGUE ;COMMUNE KARANKASSO VIGUE ;CSPS LARAMA ;FW6GSC3KCIy;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Larama
tHA36xmUmRP;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Poya;B1g02jRdf0n;HAUTS BASSINS ;DS KARANGASSO VIGUE ;COMMUNE KARANKASSO VIGUE ;CSPS POYA ;tHA36xmUmRP;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Poya
nnzwee7NyAu;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Soumousso;chP1n2mi8sz;HAUTS BASSINS ;DS KARANGASSO VIGUE ;COMMUNE KARANKASSO VIGUE ;CSPS SOUMOUSSO ;nnzwee7NyAu;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Soumousso
XXpe7EM08ru;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Wara;mWp3F0orfFg;HAUTS BASSINS ;DS KARANGASSO VIGUE ;COMMUNE KARANKASSO VIGUE ;CSPS WARA ;XXpe7EM08ru;Hauts Bassins;DS Karangasso Vigue;Karankasso-Vigue;CSPS Wara
KPiRly0iKvf;Hauts Bassins;DS Léna;Lena;CSPS Bah;LEMgWVhhlEY;HAUTS BASSINS ;DS LENA ;COMMUNE LENA ;CSPS BAH ;KPiRly0iKvf;Hauts Bassins;DS Léna;Lena;CSPS Bah
vIoozqxcqUV;Hauts Bassins;DS Léna;Lena;CSPS Bona;mt8CULcim1K;HAUTS BASSINS ;DS LENA ;COMMUNE LENA ;CSPS BONA ;vIoozqxcqUV;Hauts Bassins;DS Léna;Lena;CSPS Bona
SvA8kD5x5vK;Hauts Bassins;DS Léna;Lena;CSPS Kofila;ShO2MGn6SXW;HAUTS BASSINS ;DS LENA ;COMMUNE LENA ;CSPS KOFILA ;SvA8kD5x5vK;Hauts Bassins;DS Léna;Lena;CSPS Kofila
f9oKrz9HiOl;Hauts Bassins;DS Léna;Lena;CSPS Kwekwesso;Pc1bpLs69EK;HAUTS BASSINS ;DS LENA ;COMMUNE LENA ;CSPS KWEKWESSO ;f9oKrz9HiOl;Hauts Bassins;DS Léna;Lena;CSPS Kwekwesso
o29fULdzMuK;Hauts Bassins;DS Léna;Lena;CSPS Lena;Kdf2GU6Xw7d;HAUTS BASSINS ;DS LENA ;COMMUNE LENA ;CSPS LENA ;o29fULdzMuK;Hauts Bassins;DS Léna;Lena;CSPS Lena
ktVuTfjiL1n;Hauts Bassins;DS Léna;Satiri;CSPS Bala;kDrfUxgXJj0;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS BALA ;ktVuTfjiL1n;Hauts Bassins;DS Léna;Satiri;CSPS Bala
H5alW5BxmRg;Hauts Bassins;DS Léna;Satiri;CSPS Bossora;KIDLVxSHFO4;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS BOSSORA ;H5alW5BxmRg;Hauts Bassins;DS Léna;Satiri;CSPS Bossora
yG0hG5m7UU0;Hauts Bassins;DS Léna;Satiri;CSPS de Fina ;pjFglAacMj9;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS DE FINA ;yG0hG5m7UU0;Hauts Bassins;DS Léna;Satiri;CSPS de Fina 
dM2UqH2LM3e;Hauts Bassins;DS Léna;Satiri;CSPS Dorossiamasso;sjn1FCSd5D7;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS DOROSSIAMASSO ;dM2UqH2LM3e;Hauts Bassins;DS Léna;Satiri;CSPS Dorossiamasso
SwR4SiYPBaa;Hauts Bassins;DS Léna;Satiri;CSPS Kadomba;aFMjD4KnTuU;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS KADOMBA ;SwR4SiYPBaa;Hauts Bassins;DS Léna;Satiri;CSPS Kadomba
NyyxHM2x54Y;Hauts Bassins;DS Léna;Satiri;CSPS Koroma;ClzFJOPDF0D;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS KOROMA ;NyyxHM2x54Y;Hauts Bassins;DS Léna;Satiri;CSPS Koroma
PzyxQWZbbpt;Hauts Bassins;DS Léna;Satiri;CSPS Satiri;N13qIzEDokG;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS SATIRI ;PzyxQWZbbpt;Hauts Bassins;DS Léna;Satiri;CSPS Satiri
mhiDG4kLoVQ;Hauts Bassins;DS Léna;Satiri;CSPS Sissa;QAxdh5HLguI;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS SISSA ;mhiDG4kLoVQ;Hauts Bassins;DS Léna;Satiri;CSPS Sissa
mc14L5buNEH;Hauts Bassins;DS Léna;Satiri;CSPS Tiarako;pXh0gKtrr24;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS TIARAKO ;mc14L5buNEH;Hauts Bassins;DS Léna;Satiri;CSPS Tiarako
lbEG66ZiV71;Hauts Bassins;DS Léna;Satiri;CSPS Werou;d0rw3wXE2IP;HAUTS BASSINS ;DS LENA ;COMMUNE SATIRI ;CSPS WEROU ;lbEG66ZiV71;Hauts Bassins;DS Léna;Satiri;CSPS Werou
fmzI8iJ6l4D;Hauts Bassins;DS N'Dorola;Kayan;CSPS Dionkele;isd1bRKFE3m;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KAYAN ;CSPS DIONKELE ;fmzI8iJ6l4D;Hauts Bassins;DS N'Dorola;Kayan;CSPS Dionkele
JjD8tLYOa99;Hauts Bassins;DS N'Dorola;Kayan;CSPS Fofara;xJrUYYw5PJW;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KAYAN ;CSPS FOFARA ;JjD8tLYOa99;Hauts Bassins;DS N'Dorola;Kayan;CSPS Fofara
V2Bdz5azPt9;Hauts Bassins;DS N'Dorola;Kayan;CSPS Kayan;VMk8cIMAea8;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KAYAN ;CSPS KAYAN ;V2Bdz5azPt9;Hauts Bassins;DS N'Dorola;Kayan;CSPS Kayan
GyjWYEz2Z6w;Hauts Bassins;DS N'Dorola;Kayan;CSPS N'Gorlani;zi9QME1qStm;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KAYAN ;CSPS NGORLANI ;GyjWYEz2Z6w;Hauts Bassins;DS N'Dorola;Kayan;CSPS N'Gorlani
UURcLFckqY0;Hauts Bassins;DS N'Dorola;Kayan;CSPS Tigan;sJxQoQ7zf8K;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KAYAN ;CSPS TIGAN ;UURcLFckqY0;Hauts Bassins;DS N'Dorola;Kayan;CSPS Tigan
FWyfXy0QmFS;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Fara (DS N'DOROLA);mc5HqeA1urA;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KOUROUMA ;CSPS FARA DS ORODARA ;FWyfXy0QmFS;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Fara (DS N'DOROLA)
cUxaJ9Q46TV;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Foulasso;FixUTFCQGVu;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KOUROUMA ;CSPS FOULASSO ;cUxaJ9Q46TV;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Foulasso
UxwpXQoo6Uy;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Kôkôrô;tTJsp7Rol7H;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KOUROUMA ;CSPS KOKORO ;UxwpXQoo6Uy;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Kôkôrô
zbAFjz9Q029;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Kourouma;WQR4oi74hWr;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KOUROUMA ;CSPS KOUROUMA ;zbAFjz9Q029;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Kourouma
ySJQyYtEw6f;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Sadina;Y3HazY5Zut5;HAUTS BASSINS ;DS NDOROLA ;COMMUNE KOUROUMA ;CSPS SADINA ;ySJQyYtEw6f;Hauts Bassins;DS N'Dorola;Kourouma;CSPS Sadina
fns9qCA6xEK;Hauts Bassins;DS N'Dorola;Morolaba;CSPS Morlaba;Ze3skO6LCWZ;HAUTS BASSINS ;DS NDOROLA ;COMMUNE MOROLABA ;CSPS MORLABA ;fns9qCA6xEK;Hauts Bassins;DS N'Dorola;Morolaba;CSPS Morlaba
zH0ibIvf7Mg;Hauts Bassins;DS N'Dorola;Morolaba;CSPS N'Gorguerla;yrryzalJ918;HAUTS BASSINS ;DS NDOROLA ;COMMUNE MOROLABA ;CSPS N'GORGUERLA ;zH0ibIvf7Mg;Hauts Bassins;DS N'Dorola;Morolaba;CSPS N'Gorguerla
CnjY1QlHJdp;Hauts Bassins;DS N'Dorola;Morolaba;CSPS Niamberla;jtbEay1szvu;HAUTS BASSINS ;DS NDOROLA ;COMMUNE MOROLABA ;CSPS NIAMBERLA ;CnjY1QlHJdp;Hauts Bassins;DS N'Dorola;Morolaba;CSPS Niamberla
BjT43l6Hdhy;Hauts Bassins;DS N'Dorola;Morolaba;CSPS Temetemsso;S5oOTrfRocV;HAUTS BASSINS ;DS NDOROLA ;COMMUNE MOROLABA ;CSPS TEMETEMSSO ;BjT43l6Hdhy;Hauts Bassins;DS N'Dorola;Morolaba;CSPS Temetemsso
fHn4XgCxEPg;Hauts Bassins;DS N'Dorola;Morolaba;CSPS Zanfara;ZfaUQcvJ5XF;HAUTS BASSINS ;DS NDOROLA ;COMMUNE MOROLABA ;CSPS ZANFARA ;fHn4XgCxEPg;Hauts Bassins;DS N'Dorola;Morolaba;CSPS Zanfara
tGDw63dPufP;Hauts Bassins;DS N'Dorola;N'dorola;CM Ndorola (SECT. 1);ZjcKukFUevu;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CM NDOROLA SECTEUR 1 ;tGDw63dPufP;Hauts Bassins;DS N'Dorola;N'dorola;CM Ndorola (SECT. 1)
wQCIw4t62em;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Bangasso;deAh2duQSvA;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CSPS BANGASSO ;wQCIw4t62em;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Bangasso
ibF0b4WMrFw;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Fadoma;oSNepAohFUW;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CSPS FADOMA ;ibF0b4WMrFw;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Fadoma
SDzdlb86uWW;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Famberla;f4xpwnd8yov;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CSPS FAMBERLA ;SDzdlb86uWW;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Famberla
zUx5WKdfQAG;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Kodona;IiiL0FDnvAF;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CSPS KODONA ;zUx5WKdfQAG;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Kodona
wwocuSn86d5;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Séguédougou;YJXNn4XEd2E;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CSPS SEGUEDOUGOU ;wwocuSn86d5;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Séguédougou
NAJ1fLPPxfz;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Silorola;CbPimUtjfK7;HAUTS BASSINS ;DS NDOROLA ;COMMUNE NDOROLA ;CSPS SILOROLA ;NAJ1fLPPxfz;Hauts Bassins;DS N'Dorola;N'dorola;CSPS Silorola
KvlRzpsT9ki;Hauts Bassins;DS Orodara;Banzon;CSPS Banzon;hI7ypY6YS7R;HAUTS BASSINS ;DS ORODARA ;COMMUNE BAZON ;CSPS BANZON ;KvlRzpsT9ki;Hauts Bassins;DS Orodara;Banzon;CSPS Banzon
Q90TmubJoMF;Hauts Bassins;DS Orodara;Djigouera;CSPS Dissanga;WxsgkCezrZZ;HAUTS BASSINS ;DS ORODARA ;COMMUNE DJIGOUERA ;CSPS DISSANGA ;Q90TmubJoMF;Hauts Bassins;DS Orodara;Djigouera;CSPS Dissanga
GuZxsi0QsW0;Hauts Bassins;DS Orodara;Djigouera;CSPS Djigouera;wexlcnudJPn;HAUTS BASSINS ;DS ORODARA ;COMMUNE DJIGOUERA ;CSPS DJIGOUERA ;GuZxsi0QsW0;Hauts Bassins;DS Orodara;Djigouera;CSPS Djigouera
O5wznvX5dd9;Hauts Bassins;DS Orodara;Djigouera;CSPS Kuini;UbJVoiiWQ43;HAUTS BASSINS ;DS ORODARA ;COMMUNE DJIGOUERA ;CSPS KOUINI DS ORODARA ;O5wznvX5dd9;Hauts Bassins;DS Orodara;Djigouera;CSPS Kuini
uQKaxQdxdSA;Hauts Bassins;DS Orodara;Djigouera;CSPS Serekeni;q79t6KU8jMl;HAUTS BASSINS ;DS ORODARA ;COMMUNE DJIGOUERA ;CSPS SEREKENI ;uQKaxQdxdSA;Hauts Bassins;DS Orodara;Djigouera;CSPS Serekeni
scHBpKzEtIw;Hauts Bassins;DS Orodara;Kangala;CSPS Kangala;aUt7Gw25HT0;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS KANGALA ;scHBpKzEtIw;Hauts Bassins;DS Orodara;Kangala;CSPS Kangala
YsqaWzA70FT;Hauts Bassins;DS Orodara;Kangala;CSPS Kotoura;MxXdUttcjhq;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS KOTOURA ;YsqaWzA70FT;Hauts Bassins;DS Orodara;Kangala;CSPS Kotoura
ptDfwjEvimh;Hauts Bassins;DS Orodara;Kangala;CSPS Lanfiera;GDBB9xoGkcd;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS LANFIERA ;ptDfwjEvimh;Hauts Bassins;DS Orodara;Kangala;CSPS Lanfiera
jNgBsZW2gaW;Hauts Bassins;DS Orodara;Kangala;CSPS Mahon;E2g9RTeSlLn;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS MAHON ;jNgBsZW2gaW;Hauts Bassins;DS Orodara;Kangala;CSPS Mahon
HBOhTpfCfjc;Hauts Bassins;DS Orodara;Kangala;CSPS Ouolonkoto;Me1IPvqiRWD;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS OUOLONKOTO ;HBOhTpfCfjc;Hauts Bassins;DS Orodara;Kangala;CSPS Ouolonkoto
HTGAuJChPh6;Hauts Bassins;DS Orodara;Kangala;CSPS Sayaga;U0z1LB6UNOk;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS SAYAGA ;HTGAuJChPh6;Hauts Bassins;DS Orodara;Kangala;CSPS Sayaga
AqJZbQij5Jm;Hauts Bassins;DS Orodara;Kangala;CSPS Sokouraba;NjYcma7Kfoq;HAUTS BASSINS ;DS ORODARA ;COMMUNE KANGALA ;CSPS SOKOURABA ;AqJZbQij5Jm;Hauts Bassins;DS Orodara;Kangala;CSPS Sokouraba
tfcg41Zr6vZ;Hauts Bassins;DS Orodara;Koloko;CSPS Kologo;VV15ItSZfzr;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOLOKO ;CM KOLOGO ;tfcg41Zr6vZ;Hauts Bassins;DS Orodara;Koloko;CSPS Kologo
Fe9EQYQ4bjU;Hauts Bassins;DS Orodara;Koloko;CSPS Sifarasso;JqkHASHX1pW;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOLOKO ;CSPS SIFARASSO ;Fe9EQYQ4bjU;Hauts Bassins;DS Orodara;Koloko;CSPS Sifarasso
q0BhowhFuXD;Hauts Bassins;DS Orodara;Koloko;CSPS Sokoroni;QeDBLmPMZCF;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOLOKO ;CSPS SOKORONI ;q0BhowhFuXD;Hauts Bassins;DS Orodara;Koloko;CSPS Sokoroni
OA2GuPof0G3;Hauts Bassins;DS Orodara;Koloko;CSPS Zitonosso;amChvSK2C7N;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOLOKO ;CSPS ZITONOSSO ;OA2GuPof0G3;Hauts Bassins;DS Orodara;Koloko;CSPS Zitonosso
fvPBPiOgng9;Hauts Bassins;DS Orodara;Kourinion;CSPS Badara ;Dw6sy8IYtD6;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOURINION ;CSPS BADARA ;fvPBPiOgng9;Hauts Bassins;DS Orodara;Kourinion;CSPS Badara 
T1FXYqkWHzE;Hauts Bassins;DS Orodara;Kourinion;CSPS Banflagoue;Ie2GJBR1Ng2;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOURINION ;CSPS BANFLAGOUE ;T1FXYqkWHzE;Hauts Bassins;DS Orodara;Kourinion;CSPS Banflagoue
IfkoxsHulal;Hauts Bassins;DS Orodara;Kourinion;CSPS Guena;SiAS8pVtzPk;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOURINION ;CSPS GUENA ;IfkoxsHulal;Hauts Bassins;DS Orodara;Kourinion;CSPS Guena
QklGf61cZcq;Hauts Bassins;DS Orodara;Kourinion;CSPS Kourinions;VCcSeAxBY4G;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOURINION ;CSPS KOURINION ;QklGf61cZcq;Hauts Bassins;DS Orodara;Kourinion;CSPS Kourinions
WAVZJ6CwtXE;Hauts Bassins;DS Orodara;Kourinion;CSPS Sidi;N9HinfJgHyN;HAUTS BASSINS ;DS ORODARA ;COMMUNE KOURINION ;CSPS SIDI ;WAVZJ6CwtXE;Hauts Bassins;DS Orodara;Kourinion;CSPS Sidi
fn7Ox2xJWpa;Hauts Bassins;DS Orodara;Orodara;CMA Orodara;BeIUrfoaeSu;HAUTS BASSINS ;DS ORODARA ;COMMUNE ORODARA ;CMA ORODARA ;fn7Ox2xJWpa;Hauts Bassins;DS Orodara;Orodara;CMA Orodara
OJfAh5VeDtz;Hauts Bassins;DS Orodara;Orodara;CSPS Bandougou;dEe4wTk3oh2;HAUTS BASSINS ;DS ORODARA ;COMMUNE ORODARA ;CSPS BANDOUGOU ;OJfAh5VeDtz;Hauts Bassins;DS Orodara;Orodara;CSPS Bandougou
LFyWMmtc2lW;Hauts Bassins;DS Orodara;Orodara;CSPS Central;NkaL5Arydp0;HAUTS BASSINS ;DS ORODARA ;COMMUNE ORODARA ;CSPS CENTRAL ;LFyWMmtc2lW;Hauts Bassins;DS Orodara;Orodara;CSPS Central
w5wn6DRtEZ1;Hauts Bassins;DS Orodara;Orodara;CSPS de Urbain Orodara ;EYP70CF95kW;HAUTS BASSINS ;DS ORODARA ;COMMUNE ORODARA ;CSPS URBAIN ORODARA ;w5wn6DRtEZ1;Hauts Bassins;DS Orodara;Orodara;CSPS de Urbain Orodara 
fXxckfDa8Po;Hauts Bassins;DS Orodara;Orodara;CSPS Dieri;JttZaeKhKhk;HAUTS BASSINS ;DS ORODARA ;COMMUNE ORODARA ;CSPS DIERI ;fXxckfDa8Po;Hauts Bassins;DS Orodara;Orodara;CSPS Dieri
ulkS0S4bmYT;Hauts Bassins;DS Orodara;Orodara;CSPS Tin;kTZy9t3Y1ox;HAUTS BASSINS ;DS ORODARA ;COMMUNE ORODARA ;CSPS TIN ;ulkS0S4bmYT;Hauts Bassins;DS Orodara;Orodara;CSPS Tin
ppMCcp0d1bG;Hauts Bassins;DS Orodara;Samogohiri;CSPS Samogohiri;yg9qRtMUm6J;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOGOHIRI ;CSPS SAMOGOHIRI ;ppMCcp0d1bG;Hauts Bassins;DS Orodara;Samogohiri;CSPS Samogohiri
nuViCZjIoe5;Hauts Bassins;DS Orodara;Samogohiri;CSPS Saraba;QpfGNSvHhqF;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOGOHIRI ;CSPS SARABA ;nuViCZjIoe5;Hauts Bassins;DS Orodara;Samogohiri;CSPS Saraba
bQb3KMaECrL;Hauts Bassins;DS Orodara;Samorogouan;CSPS Karna;FYgmh39mXQ3;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOROGOUAN ;CSPS KARNA ;bQb3KMaECrL;Hauts Bassins;DS Orodara;Samorogouan;CSPS Karna
et4iA22NEGP;Hauts Bassins;DS Orodara;Samorogouan;CSPS Kongolikoro;wvfi3IzU5W2;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOROGOUAN ;CSPS KONGOLIKORO ;et4iA22NEGP;Hauts Bassins;DS Orodara;Samorogouan;CSPS Kongolikoro
edtBCZcftgF;Hauts Bassins;DS Orodara;Samorogouan;CSPS Samorogouan;VPQeDdrGHmP;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOROGOUAN ;CSPS SAMOROGOUAN ;edtBCZcftgF;Hauts Bassins;DS Orodara;Samorogouan;CSPS Samorogouan
IphSw8LmJcA;Hauts Bassins;DS Orodara;Samorogouan;CSPS Sikorla;Eqlxdz3fDUK;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOROGOUAN ;CSPS SIKORLA ;IphSw8LmJcA;Hauts Bassins;DS Orodara;Samorogouan;CSPS Sikorla
yR4gvytB02W;Hauts Bassins;DS Orodara;Samorogouan;CSPS Soungalobougou;bgqmmJPVpNV;HAUTS BASSINS ;DS ORODARA ;COMMUNE SAMOROGOUAN ;CSPS SOUNGALOBOUGOU ;yR4gvytB02W;Hauts Bassins;DS Orodara;Samorogouan;CSPS Soungalobougou
