EDM_id;EDM_Region;EDM_DS;EDM_commune;EDM_FS;EGRATUITE_id;EGRATUITE_Region;EGRATUITE_DS;EGRATUITE_commune;EGRATUITE_FS
C8zGlA4tYiK;Boucle du Mouhoun;DS Nouna;Djibasso;CST Ouarokuy-Wanian;WVHsQif0F6h;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DJIBASSO ;CST OUAROKUY WANIAN 
KywPBHa9FfL;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Dokuy;RwFkKyRF3TC;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOKUY ;CSPS DOKUY 
OEUCYVbPtyi;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Gassingo;gunQIT21Exa;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOKUY ;CSPS GASSINGO 
YDngLdVZyPf;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Goni;DlUgZOWKlD3;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOKUY ;CSPS GONI 
vMTvr9ZO4P1;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Kamandéna;nOetML76eYw;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOKUY ;CSPS KAMADENA 
AHwdbVOLJyl;Boucle du Mouhoun;DS Nouna;Dokuy;CSPS Kienekuy Baso;u7aLM3fwI6Z;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOKUY ;CSPS KIENEKUY BASO 
tPlsVvWQTWh;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Doumbala;jp3ZzjOJPme;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOUMBALA ;CSPS DOUMBALA 
SMEVlxsN3Gr;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Kodara;SiZ2hhtX8aV;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOUMBALA ;CSPS KODARA 
IV2za1OSlxV;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Konkuy Koro;x9Ia9G4BdZp;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOUMBALA ;CSPS KONKUYKORO 
fOT8AwG5EQv;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Mounakoro;VA7tIMO4ogS;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOUMBALA ;CSPS MOUNAKORO 
YohZiXNfLjJ;Boucle du Mouhoun;DS Nouna;Doumbala;CSPS Nian;rTOhLGtNroD;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE DOUMBALA ;CSPS NIAN 
cmXhPBXhohy;Boucle du Mouhoun;DS Nouna;Kombori Koura;CSPS Aourema;Z3I5k8n5QxQ;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE KOMBORI KOURA ;CSPS AOUREMA 
k5M6nxl7hFR;Boucle du Mouhoun;DS Nouna;Kombori Koura;CSPS Kombori Koura;mrcyOhaq0gZ;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE KOMBORI KOURA ;CSPS KOMBORI KOURA 
O8KHatHm4dw;Boucle du Mouhoun;DS Nouna;Madouba;CSPS Madouba;eHH8u8Augl8;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE MADOUBA ;CSPS MADOUBA 
RdQR7hwtUEb;Boucle du Mouhoun;DS Nouna;Nouna;Centre de sante diocessin notre dame de l'esperance;hnPUXLstBlh;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CENTRE DE SANTE DIOCESSIN NOTRE DAME DE L'ESPERANCE 
lUbueiZzNef;Boucle du Mouhoun;DS Nouna;Nouna;CMA Nouna;JFwIxVUJUfV;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CMA NOUNA 
t0Q58DeKYCc;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Bagala;MU5VpZxMfh0;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS BAGALA 
HNP1LQPqX8P;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Communal (Nouna);fe9sWQiB0Ig;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS COMMUNAL 1 NOUNA 
zb8Y4fYfZnK;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Communal2;lp2DjqzbDC4;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS COMMUNAL 2 NOUNA 
NkznwZjRqpr;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Dara;x9CWhrgwLNd;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS DARA 
p43vsysCila;Boucle du Mouhoun;DS Nouna;Nouna;CSPS de Bankoumani;RojCDLqVBHo;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS BANKOUMANI 
jjyI7BIYLuF;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Dembo;EikpwssLW1t;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS DEMBO 
mbhc3vKWNzw;Boucle du Mouhoun;DS Nouna;Nouna;CSPS KIemena;Wkbc2rpSAHS;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS KIEMENA 
Osij7h2Q9qh;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Konankoira;iKyyVvNUfLz;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS KONANKOIRA 
myqPerCR79W;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Koro (Nouna);VqoHZXHPhvm;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS KORO NOUNA 
scXJiEesora;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Mourzie;jMxhcojjrBL;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS MOURDIE 
f9hdzDMP9iq;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Solimana;Hqf8cEFR8xe;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS SOLIMANA 
bbLltYuCzoy;Boucle du Mouhoun;DS Nouna;Nouna;CSPS Toni;EEbmUP7YxQk;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS TONI 
mbg6KGzCs1K;Boucle du Mouhoun;DS Nouna;Nouna;Dispensaire Koumbara;rzsUUxuqZ0b;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE NOUNA ;CSPS KOUMBARA DS NOUNA 
QbzjVBHt1Ap;Boucle du Mouhoun;DS Nouna;Sono;CSPS Sono;Dfd9O12F375;BOUCLE DU MOUHOUN ;DS NOUNA ;COMMUNE SONO ;CSPS SONO 
OiHyQtybWJN;Boucle du Mouhoun;DS Solenzo;Balave;CSPS Balavé;vMYjTfUduNI;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE BALAVE ;CSPS BALAVE 
yrEgDOVC8ax;Boucle du Mouhoun;DS Solenzo;Balave;CSPS Yasso;XP3O5THEOxF;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE BALAVE ;CSPS YASSO 
fHfLJODw6mI;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Bankouma;iyQdePXlPPY;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS BANKOUMA 
vcZvupZfIDT;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Diontala;buNJAFVMDL1;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS DIONTALA 
kZ4y5paJXMk;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Fini;NBl0L2gfrlh;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS FINI 
QIzjdfoktGi;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Kouka;g604PgLrTxu;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS KOUKA DS SOLENZO 
H42PFhIYYAh;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Mawana;vdWewogDxNZ;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS MAWANA 
WPmkRZqSjx8;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Sama;ZmYHrdTpgzz;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS SAMA 
ncFbE8WZAx7;Boucle du Mouhoun;DS Solenzo;Kouka;CSPS Siwi;qppgbnbJxSk;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE KOUKA ;CSPS SIWI 
liMSNJCNodH;Boucle du Mouhoun;DS Solenzo;Sami;CSPS Priwé;JdjtpHHc9iU;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SAMI ;CSPS PRIWE 
NyZYqD7kxZe;Boucle du Mouhoun;DS Solenzo;Sami;CSPS Sami;ipxLevQy0TS;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SAMI ;CSPS SAMI 
YoqvKT5TrYS;Boucle du Mouhoun;DS Solenzo;Sami;CSPS Sogodjankoli;oNuEnK8w3ig;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SAMI ;CSPS SOGODJANKOLI 
wKCLsauflSr;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Kosso;c4rZUQHtfTC;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SANABA ;CSPS KOSSO 
tjYubn3e9sD;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Kossoba;iJ25UZTzr7C;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SANABA ;CSPS KOSSOBA 
l7S2JSFuFZd;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Kounla;YBv3T9QLsMt;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SANABA ;CSPS KOUNLA 
es5rDOi2wFN;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Moussakuy;Myr6mgCGeXw;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SANABA ;CSPS MOUSSAKUY 
aeve57PRPQs;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Sanaba;I5bCcUYB1BA;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SANABA ;CSPS SANABA 
QH020wDxzsb;Boucle du Mouhoun;DS Solenzo;Sanaba;CSPS Ziga;SNz2dDzQzl2;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SANABA ;CSPS ZIGA DS SOLENZO 
AtT8Hwrsks2;Boucle du Mouhoun;DS Solenzo;Solenzo;CMA (Solenzo);KflZSwYC52A;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CMA SOLENZO 
xpGqxq3Mrkn;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Ban;gtpsKxljWUd;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS BAN 
wx8RBFn3VgG;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Baye;yHLrokT3N9v;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS BAYE 
tvoxzrGRcjT;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Bena;qtz6WE6KC4m;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS BENA 
vRd8s8iN509;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Bonza;xrv0AcLihB1;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS BONZA 
Tf4yZ72i31t;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Daboura;GItQnfMZ8pB;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS DABOURA 
VoX6Hzh1LJo;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Darsalam;cpm5ctrDKfw;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS DARSALAM 
uYZshWR4G4u;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Denkiena;PYqstLtB1WH;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS DENKIENA 
JSecgreK3pI;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Dira;N3TC8odNkn6;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS DIRA 
mdM9FY5pd5F;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Gnassoumadougou;DHFO1R3GLU9;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS GNASSOUMADOUGOU 
c75Ii1G08X0;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Mawé;Jrz0CIF7QOE;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS MAWE 
G3EJZpooGp4;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Moussakongo;qmYwWpXpWnw;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS MOUSSAKONGO 
hN0DebA8Jj8;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Signonghin (Solenzo);xw8cy4uE4U0;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS SIGNONGHIN (SOLENZO) 
tozoQOIq2Wl;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Solenzo1;v9cZj1ZawCJ;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS SOLENZO 1 
lQTYOyVm0Vt;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Solenzo2;DhZfwhYrO1R;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS SOLENZO 2 
rSGX0rhF6Qz;Boucle du Mouhoun;DS Solenzo;Solenzo;CSPS Toukoro;KdP8HSMUCaJ;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;CSPS TOUKORO 
W6CW3j45DyS;Boucle du Mouhoun;DS Solenzo;Solenzo;Infirmerie Sofitex;sPIWtHXFAE3;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE SOLENZO ;INFIRMERIE SOFITEX 
PKCE6pyXaB6;Boucle du Mouhoun;DS Solenzo;Tansila;CSPS Douma_DS Solenzo;TuLAGp6cgbu;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE TANSILA ;CSPS DOUMA DS SOLENZO 
S7c7m6VhtxR;Boucle du Mouhoun;DS Solenzo;Tansila;CSPS Felewe;bvBKpa9eHZf;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE TANSILA ;CSPS FELEWE 
lnlsaWamJgu;Boucle du Mouhoun;DS Solenzo;Tansila;CSPS Kelle;JPkLF9jKe7z;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE TANSILA ;CSPS KELLE 
sNaUG4wkyFu;Boucle du Mouhoun;DS Solenzo;Tansila;CSPS kokouna;YaNTYz6st5D;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE TANSILA ;CSPS KOKOUNA 
YlRbt5xuefS;Boucle du Mouhoun;DS Solenzo;Tansila;CSPS Koneni;L1ccXSEazjd;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE TANSILA ;CSPS KONENI 
wD7RuBeXGDY;Boucle du Mouhoun;DS Solenzo;Tansila;CSPS Ouorowe;AfuhmV8uIlr;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE TANSILA ;CSPS OUOROWE DS SOLENZO
DGV551geUBe;Boucle du Mouhoun;DS Solenzo;Tansila;CSPS Tansila;Pcubwg9oj3l;BOUCLE DU MOUHOUN ;DS SOLENZO ;COMMUNE TANSILA ;CSPS TANSILA 
NHsPj23eeJm;Boucle du Mouhoun;DS Toma;Gassan;CSPS Diere (Toma);Y2v5Wj3fWXr;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE GASSAN ;CSPS DIERE (TOMA) 
VDeeJ40k6O3;Boucle du Mouhoun;DS Toma;Gassan;CSPS Djimbara;hWKBeZlyZmm;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE GASSAN ;CSPS DJIMBARA 
ueMM2IE2YL6;Boucle du Mouhoun;DS Toma;Gassan;CSPS Gassan;f5XkbYhVB7R;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE GASSAN ;CSPS GASSAN 
NEQR3t11G8g;Boucle du Mouhoun;DS Toma;Gassan;CSPS Lessere;EdCrokIGJX0;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE GASSAN ;CSPS LESSERE 
NFaSa1SKYq7;Boucle du Mouhoun;DS Toma;Gassan;CSPS Moara-grand;i23jnMnf2UP;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE GASSAN ;CSPS MOARA GRAND 
EqYLmWoiMJA;Boucle du Mouhoun;DS Toma;Gassan;CSPS Tissi;HfGDgl2dT8d;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE GASSAN ;CSPS TISSI 
PLLmUyd5x7z;Boucle du Mouhoun;DS Toma;Gassan;CSPS Zaba;UldcDA9p4h3;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE GASSAN ;CSPS ZABA 
aTsYoqJHJio;Boucle du Mouhoun;DS Toma;Gossina;CSPS Gossina;rtdbwgbiByI;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE GOSSINA ;CSPS GOSSINA 
go9olBGKhj3;Boucle du Mouhoun;DS Toma;Gossina;CSPS Kwon;CkSkVjhi6ms;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE GOSSINA ;CSPS KWON 
ExKUjEaIBIb;Boucle du Mouhoun;DS Toma;Gossina;CSPS Nyfou;PkSyMKvMMT0;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE GOSSINA ;CSPS NYFOU 
clafRnU52vh;Boucle du Mouhoun;DS Toma;Kougny;CSPS Gounian;Miph0q8VMGw;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE KOUGNY ;CSPS GOUNIAN DS TOMA
PrnHwvSA4BX;Boucle du Mouhoun;DS Toma;Kougny;CSPS Kougny;YtYGdsFFLwl;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE KOUGNY ;CSPS KOUGNY 
qeO9lqvoUDt;Boucle du Mouhoun;DS Toma;Kougny;CSPS Niare;ltGPTwRZ0Pt;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE KOUGNY ;CSPS NIARE DS TOMA
wKXEc9QzwRt;Boucle du Mouhoun;DS Toma;Kougny;CSPS Nimina;kbYSAduEKuU;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE KOUGNY ;CSPS NIMINA 
jfNMo3ha4dx;Boucle du Mouhoun;DS Toma;Toma;CMA Toma;UC6zauGiSkw;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE TOMA ;CMA TOMA 
aJvspaRcsfj;Boucle du Mouhoun;DS Toma;Toma;CSPS Koin (Toma);J0MCAk784m3;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE TOMA ;CSPS KOIN (TOMA) 
BH4BNe39oZo;Boucle du Mouhoun;DS Toma;Toma;CSPS Pankele;XTdRAPXRXXg;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE TOMA ;CSPS PANKELE 
VYPrrfSE5PK;Boucle du Mouhoun;DS Toma;Toma;CSPS Sien;dUqgpQGwwLM;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE TOMA ;CSPS SIEN
R0xd1Je212y;Boucle du Mouhoun;DS Toma;Toma;CSPS Toma;DE9sebVWVVm;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE TOMA ;CSPS TOMA 
ynsS98wRjwh;Boucle du Mouhoun;DS Toma;Toma;CSPS Zouma;CgVt7BC3vTp;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE TOMA ;CSPS ZOUMA 
QJ10e7fjJKL;Boucle du Mouhoun;DS Toma;Yaba;CSPS Biba;iFAmCRs8VCd;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YABA ;CSPS BIBA 
N8QZILurfnb;Boucle du Mouhoun;DS Toma;Yaba;CSPS Bounou;oFqbI0bHTlu;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YABA ;CSPS BOUNOU DS TOMA 
n8HgXtO9uf8;Boucle du Mouhoun;DS Toma;Yaba;CSPS Kera;qxPnQmT4pt6;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YABA ;CSPS KERA 
G6FivOiIBYg;Boucle du Mouhoun;DS Toma;Yaba;CSPS Loguin;owWvvsDn8ti;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YABA ;CSPS LOGUIN 
SC9pdb2okF1;Boucle du Mouhoun;DS Toma;Yaba;CSPS Pangogo;ZAJoqCzmMuO;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YABA ;CSPS PANGOGO 
o8V18QvHnxG;Boucle du Mouhoun;DS Toma;Yaba;CSPS Saran;P4oaqKTwdrK;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YABA ;CSPS SARAN 
xIpJkQMMzKl;Boucle du Mouhoun;DS Toma;Yaba;CSPS Sielle;BvGmHiHhtCY;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YABA ;CSPS SIELLE 
J9qzAd8wOVc;Boucle du Mouhoun;DS Toma;Yaba;CSPS Tosson;UR9npqbBUfq;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YABA ;CSPS TOSSON 
H3T11BFL79k;Boucle du Mouhoun;DS Toma;Yaba;CSPS Yaba;tYpK5hjCbNO;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YABA ;CSPS YABA 
KQ5uSm9X8wE;Boucle du Mouhoun;DS Toma;Ye;CSPS Daman;Ek2ZmYHnKeW;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YE ;CSPS DAMAN 
gYMpz6knJI6;Boucle du Mouhoun;DS Toma;Ye;CSPS Goersa;Yejj25OuUo3;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YE ;CSPS GOERSA 
aZGGJhvE0xY;Boucle du Mouhoun;DS Toma;Ye;CSPS Nabonswende;iEbiZ0MhBZy;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YE ;CSPS NABONSWENDE 
UHkWCV1UEpn;Boucle du Mouhoun;DS Toma;Ye;CSPS Niempourou;qReP31kMvZ1;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YE ;CSPS NIEMPOUROU 
uqP3TE767gW;Boucle du Mouhoun;DS Toma;Ye;CSPS Sankoue;SDaPYmBByTL;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YE ;CSPS SANKOUE 
nwL2To5WLlw;Boucle du Mouhoun;DS Toma;Ye;CSPS Saoura;T5h9gCL1Ilp;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YE ;CSPS SAOURA 
NyWLIvCqRLZ;Boucle du Mouhoun;DS Toma;Ye;CSPS Ye;H3jRkIsGNWV;BOUCLE DU MOUHOUN ;DS TOMA ;COMMUNE YE ;CSPS YE 
uMGDSensSHk;Boucle du Mouhoun;DS Tougan;Di;CSPS Bossé;NEx52IPRkwe;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE DI ;CSPS BOSSE 
XV1lQfHboYA;Boucle du Mouhoun;DS Tougan;Di;CSPS Debe (Di);pmZLxlGAgkf;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE DI ;CSPS DEBE (DI) 
Addqn3cFNxX;Boucle du Mouhoun;DS Tougan;Di;CSPS Di;wqGjQY7jwRc;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE DI ;CSPS DI 
SJy0zhIjvJa;Boucle du Mouhoun;DS Tougan;Di;CSPS Niassan;DhY9b9Imz9x;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE DI ;CSPS NIASSAN 
BkwcIdeB43s;Boucle du Mouhoun;DS Tougan;Di;CSPS Oue;cFx2AiUuG6r;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE DI ;CSPS OUE DS TOUGAN 
VgGH684CKET;Boucle du Mouhoun;DS Tougan;Gomboro;CSPS Gani;yqGHopIbzlf;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE GOMBORO ;CSPS GANI 
ieaJ0ibni5O;Boucle du Mouhoun;DS Tougan;Gomboro;CSPS Gomboro;S7576tgMBSI;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE GOMBORO ;CSPS GOMBORO 
Y5BtbRB0cLX;Boucle du Mouhoun;DS Tougan;Gomboro;CSPS Konga;E7MgBEDb2Ld;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE GOMBORO ;CSPS KONGA 
RVemlIr083F;Boucle du Mouhoun;DS Tougan;Kassoum;CSPS Bangassi;Ov4MZF4ndqa;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE KASSOUM ;CSPS BANGASSI 
L6S5S68dDJT;Boucle du Mouhoun;DS Tougan;Kassoum;CSPS Douban;MwGRNXUJlJA;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE KASSOUM ;CSPS DOUBAN 
gm2Zi4YN4jE;Boucle du Mouhoun;DS Tougan;Kassoum;CSPS Doussoula;Je03Kk14Qme;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE KASSOUM ;CSPS DOUSSOULA 
RJ9kk32tZML;Boucle du Mouhoun;DS Tougan;Kassoum;CSPS Kassoum;aCQGB5e3Fla;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE KASSOUM ;CSPS KASSOUM 
haRfeoeLNGH;Boucle du Mouhoun;DS Tougan;Kassoum;CSPS Tianra;h1FR8xs0KSQ;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE KASSOUM ;CSPS TIANRA 
jdamE0918pj;Boucle du Mouhoun;DS Tougan;Kassoum;CSPS Tiao;HgCdJcbwvfr;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE KASSOUM ;CSPS TIAO 
ysik2KoRa8W;Boucle du Mouhoun;DS Tougan;Kiembara;CM Kiembara;BenIjdhJhJ4;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE KIEMBARA ;CM KIEMBARA 
kyDwmcRqNKw;Boucle du Mouhoun;DS Tougan;Kiembara;CSPS Bambara;OoEjYX4Dmob;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE KIEMBARA ;CSPS BAMBARA 
yCjN4aNr2KY;Boucle du Mouhoun;DS Tougan;Kiembara;CSPS Bangassogo;QRajL4q61j7;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE KIEMBARA ;CSPS BANGASSOGO 
A49zMNiX26J;Boucle du Mouhoun;DS Tougan;Kiembara;CSPS Dio (Kiembara);nq7eJr9C6oy;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE KIEMBARA ;CSPS DIO (KIEMBARA) 
H28u5mpahKl;Boucle du Mouhoun;DS Tougan;Kiembara;CSPS Gan;YFDC4BB5q6G;BOUCLE DU MOUHOUN ;DS TOUGAN ;COMMUNE KIEMBARA ;CSPS GAN 
